omim,title,prevalence,onset_age,disease_def,synonym
606708,Orphanet: Isolated split hand split foot malformation,1-9 / 100 000,"Infancy,Neonatal","A rare, congenital, bone development disorder characterized by a spectrum of terminal limb malformations including hypoplasia/absence of central rays of the hands and feet (that can occur in one to all four digits), variable degrees of median clefts of the hands and/or feet, aplasia and syndactyly, with a wide range of severity ranging from malformed central finger/toe to a lobster claw-like appearance of the hands and feet. It can occur as an isolated malformation or it can be a feature in various syndromes.","Ectrodactyly,SHFM,Split hand foot malformation"
225280,Orphanet: EEM syndrome,&lt;1 / 1 000 000,Neonatal,"A rare ectodermal dysplasia syndrome characterized by the association of ectodermal dysplasia (with hypotrichosis affecting scalp hair, eyebrows, and eyelashes, and partial anodontia), ectrodactyly, and macular dystrophy (appearing as a central geographic atrophy of the retinal pigment epithelium and choriocapillary layer of the macular area with coarse hyperpigmentations and sparing of the larger choroidal vessels). Variable additional limb defects (including absence deformities, polydactyly, syndactyly, or camptodactyly) have also been described, the hands often being more severely affected than the feet.",Ectodermal dysplasia-ectrodactyly-macular dystrophy syndrome
225250,Orphanet: Athyreosis,1-9 / 100 000,-,"A rare form of thyroid dysgenesis characterized by complete absence of thyroid tissue that results in primary congenital hypothyroidism, a permanent thyroid deficiency that is present from birth.",
225200,Orphanet: Isolated ectopia lentis,&lt;1 / 1 000 000,Allages,"Isolated ectopia lentis (IEL) is a rare, clinically variable, eye disorder characterized by dislocation of the lens, often causing significant reduction in visual acuity.","Ectopia lentis syndrome,Familial ectopia lentis"
225200,Orphanet: Isolated ectopia lentis,&lt;1 / 1 000 000,Allages,"Isolated ectopia lentis (IEL) is a rare, clinically variable, eye disorder characterized by dislocation of the lens, often causing significant reduction in visual acuity.","Ectopia lentis syndrome,Familial ectopia lentis"
612858,Orphanet: Cleft lip and alveolus,6-9 / 10 000,"Infancy,Neonatal","Cleft lip and alveolus is a fissure type embryopathy that involves the upper lip, nasal base and alveolar ridge in variable degrees.",
618535,Orphanet: Autosomal recessive hypohidrotic ectodermal dysplasia,Unknown,"Infancy,Neonatal",,
224750,Orphanet: SchÃ¶pf Schulz Passarge syndrome,&lt;1 / 1 000 000,"Childhood,Adolescent","Schöpf-Schulz-Passarge syndrome (SSPS) is a rare autosomal recessive ectodermal dysplasia characterized by multiple eyelid apocrine hidrocystomas, palmoplantar keratoderma, hypotrichosis, hypodontia and nail dystrophy.","Eccrine tumors-ectodermal dysplasia,Keratosis palmoplantaris-cystic eyelids-hypodontia-hypotrichosis syndrome,Palmoplantar hyperkeratosis-cystic eyelids-hypodontia-hypotrichosis syndrome,Palmoplantar keratoderma-cystic eyelids-hypodontia-hypotrichosis syndrome,SSPS"
224500,"Orphanet: Primary dystonia, DYT2 type",Unknown,Childhood,Primary dystonia DYT2 type is characterized by segmental dystonia that manifests with involuntary posturing affecting predominantly the feet.,DYT2
224410,"Orphanet: Dyssegmental dysplasia, Silverman Handmaker type",&lt;1 / 1 000 000,"Antenatal,Neonatal","Dyssegmental dysplasia, Silverman-Handmaker type is a rare, genetic, primary bone dysplasia disorder, and lethal form of neonatal short-limbed dwarfism, characterized by anisospondyly, severe short stature and limb shortening, metaphyseal flaring and distinct dysmorphic features (i.e. flat facial appearance, abnormal ears, short neck, narrow thorax). Additional features may include other skeletal findings (e.g. joint contractures, bowed limbs, talipes equinovarus) and urogenital and cardiovascular abnormalities.",
224400,"Orphanet: Dyssegmental dysplasia, Rolland Desbuquois type",-,"Antenatal,Neonatal",,
224300,Orphanet: Dysosteosclerosis,&lt;1 / 1 000 000,"Infancy,Neonatal",A rare genetic primary bone dysplasia disease characterized by progressive osteosclerosis and platyspondyly.,
616353,Orphanet: Dyskeratosis congenita,1-9 / 1 000 000,"Neonatal,Infancy,Childhood,Adolescent,Adult","A rare ectodermal dysplasia syndrome that often presents with the classic triad of nail dysplasia, skin pigmentary changes, and oral leukoplakia associated with a high risk of bone marrow failure (BMF) and cancer.","DC,DKC,Zinsser-Engman-Cole syndrome"
615631,Orphanet: Congenital dyserythropoietic anemia type I,&lt;1 / 1 000 000,"Infancy,Neonatal",Congenital dyserythropoietic anemiatype I (CDA I) is a hematologic disorder of erythropoiesis characterized by moderate to severe macrocytic anemia occasionally associated with limb or nail deformities and scoliosis.,"CDA I,CDA type 1,CDA type I,Congenital dyserythropoietic anemia type 1"
224100,Orphanet: Congenital dyserythropoietic anemia type II,&lt;1 / 1 000 000,Childhood,"Congenital dyserythropoietic anemia type II (CDA II) is the most common form of CDA (see this term) characterized by anemia, jaundice and splenomegaly and often leading to liver iron overload and gallstones.","CDA II,CDA type 2,CDA type II,Congenital dyserythropoietic anemia type 2,Hereditary erythroblastic multinuclearity with a positive acidified-serum test (hempas),SEC23B-CDG"
615268,Orphanet: Dysequilibrium syndrome,&lt;1 / 1 000 000,Neonatal,"Dysequilibrium syndrome (DES) is a non-progressive cerebellar disorder characterized by ataxia associated with an intellectual disability, delayed ambulation and cerebellar hypoplasia.","CAMRQ syndrome,Cerebellar ataxia-intellectual disability-dysequilibrium syndrome syndrome,Non-progressive cerebellar ataxia-intellectual disability syndrome,UTS,Uner Tan syndrome"
223900,Orphanet: Familial dysautonomia,&lt;1 / 1 000 000,"Childhood,Infancy,Neonatal","A rare hereditary sensory and autonomic neuropathy characterized by decreased pain and temperature perception, absent deep tendon reflexes, proprioceptive ataxia, afferent baroreflex failure and progressive optic neuropathy.","HSAN3,Hereditary sensory and autonomic neuropathy type 3,Hereditary sensory and autonomic neuropathy type III,Riley-Day syndrome"
304950,Orphanet: Dyggve Melchior Clausen disease,&lt;1 / 1 000 000,Infancy,"A rare, genetic primary bone dysplasia of the spondylo-epi-metaphyseal dysplasia (SEMD) group characterized by progressive short-trunked dwarfism, protruding sternum, microcephaly, intellectual disability and pathognomonic radiological findings (generalized platyspondyly with double-humped end plates, irregularly ossified femoral heads, a hypoplastic odontoid, and a lace-like appearance of iliac crests)",
223370,Orphanet: Dubowitz syndrome,Unknown,"Neonatal,Antenatal","Dubowitz syndrome (DS) is a rare multiple congenital syndrome characterized primarly by growth retardation, microcephaly, distinctive facial dysmorphism, cutaneous eczema, a mild to severe intellectual deficit and genital abnormalities.",
223360,Orphanet: Dopamine beta hydroxylase deficiency,&lt;1 / 1 000 000,"Childhood,Adolescent,Adult,Infancy,Neonatal",A very rare primary monoamine neurotransmitter synthesis disorder with norepinephrine and adrenaline deficiency that leads to young-onset severe orthostatic hypotension and eyelid ptosis.,DBH deficiency
223000,Orphanet: Congenital lactase deficiency,-,-,Congenital lactase deficiency is a rare severe gastrointestinal disorder in newborns primarily reported in Finland and characterized clinically by watery diarrhea on feeding with breast-milk or lactose-containing formula.,
222900,Orphanet: Congenital sucrase isomaltase deficiency,1-5 / 10 000,"Childhood,Infancy,Adolescent,Adult","A rare, genetic, congenital carbohydrate intolerance disorder characterized by lack of endogenous sucrase activity, marked reduction in isomaltase activity, and moderate decrease in maltase activity, and clinically manifesting with diarrhea, abdominal pain and bloating, failure to thrive.","CSID,Congenital sucrose intolerance,Disaccharide intolerance"
222800,Orphanet: Hemolytic anemia due to diphosphoglycerate mutase deficiency,-,Infancy,,
616716,Orphanet: Rhizomelic chondrodysplasia punctata,1-9 / 100 000,"Neonatal,Antenatal","A rare, primary bone dysplasia characterized by rhizomelic limb shortening, punctate calcifications in cartilage with epiphyseal and metaphyseal abnormalities (chondrodysplasia punctata) and coronal cleft vertebrae associated with profound postnatal growth deficiency, early-onset cataracts, severe intellectual disability and seizures.",RCDP
222748,Orphanet: Dihydropyrimidinuria,&lt;1 / 1 000 000,"Childhood,Infancy","Dihydropyrimidinase (DPD) deficiency is a very rare pyrimidine metabolism disorder with a variable clinical presentation including gastrointestinal manifestations (feeding problems, cyclic vomiting, gastroesophageal reflux, malabsorption with villous atrophy), hypotonia, intellectual deficit, seizures, and less frequently growth retardation, failure to thrive, microcephaly and autism. Asymptomatic cases are also reported. DPD deficiency increases the risk of 5-FU toxicity.",Dihydropyrimidinase deficiency
222730,Orphanet: Dicarboxylic aminoaciduria,-,"Infancy,Neonatal","Dicarboxylicaminoaciduria is characterised by infantile-onset hypoglycaemia and hyperprolinaemia associated, in certain cases, with intellectual deficit.",Glutamate-aspartate transport defect
222700,Orphanet: Lysinuric protein intolerance,Unknown,"Infancy,Neonatal",Lysinuric protein intolerance (LPI) is a very rare inherited multisystem condition caused by distrubance in amino acid metabolism.,"Hyperdibasic aminoaciduria,LPI"
222600,Orphanet: Diastrophic dysplasia,1-9 / 100 000,Neonatal,"A rare disorder marked by short stature with short extremities (final adult height is 120cm +/- 10cm), and joint malformations leading to multiple joint contractures (principally involving the shoulders, elbows, interphalangeal joints and hips).",Diastrophic dwarfism
614602,Orphanet: Syndromic diarrhea,&lt;1 / 1 000 000,"Infancy,Neonatal,Antenatal","A rare gastroenterologic disease manifesting as intractable diarrhea in the first month of life with failure to thrive and associated with facial dysmorphism, hair abnormalities, and, in some cases, immune disorders and intrauterine growth restriction.","Phenotypic diarrhea,SD/THE,Syndromic diarrhea/Tricho-hepato-enteric syndrome,Tricho-hepato-enteric syndrome,Trichohepatoenteric syndrome"
222448,Orphanet: Donnai Barrow syndrome,&lt;1 / 1 000 000,"Neonatal,Antenatal","A multiple congenital malformation syndrome characterized by typical facial dysmorphism, myopia and other ocular findings, hearing loss, agenesis of the corpus callosum, low-molecular-weight proteinuria, and variable intellectual disability. Congenital diaphragmatic hernia (CDH) and/or omphalocele are common.","DBS/FOAR syndrome,Diaphragmatic hernia-exomphalos-hypertelorism syndrome,Diaphragmatic hernia-hypertelorism-myopia-deafness syndrome,Diaphragmatic hernia-hypertelorism-myopia-hearing loss syndrome,FOAR syndrome,Facio-oculo-acoustico-renal syndrome,Holmes-Schepens syndrome,Syndrome of ocular and facial anomalies, telecanthus and deafness,Syndrome of ocular and facial anomalies, telecanthus and hearing loss"
604928,Orphanet: Wolfram syndrome,1-9 / 1 000 000,"Childhood,Adolescent,Adult","A rare, genetic, endocrine disorder characterized by type I diabetes mellitus (DM), diabetes insipidus (DI), sensorineural deafness (D), bilateral optical atrophy (OA) and neurological signs.","DIDMOAD syndrome,Diabetes insipidus-diabetes mellitus-optic atrophy-deafness syndrome,Diabetes insipidus-diabetes mellitus-optic atrophy-hearing loss syndrome"
611308,Orphanet: Persistent hyperplastic primary vitreous,Unknown,"Infancy,Neonatal","A rare ophthalmic disorder characterized by mostly unilateral failure of the regression of a fetal ocular vessel component, the tunica vasculosa lentis and/or the hyaloid system, resulting in an anterior (presenting with microphthalmia, leukocoria, cataract, glaucoma, elongated ciliary processes, shallow anterior chamber, and retrolental fibrovascular membranes, among others) or posterior disease subtype (with microphthalmia, leukocoria, presence of a retinal fold or detachment, hypo- or dysplastic optic nerve, and vitreous membranes and stalk), respectively. Most patients present with a combination of the two subtypes.","Congenital retinal detachment,NCRNA disease,Non-syndromic congenital retinal non-attachment,PFVS,PHPV,Persistent fetal vasculature syndrome"
